PG.ProteinAccessions,PG.Genes,[1] HF_RCF20200718_52ITDR_0nM_1.raw.PG.Quantity,[2] HF_RCF20200718_52ITDR_0nM_2.raw.PG.Quantity,[3] HF_RCF20200718_52ITDR_0nM_3.raw.PG.Quantity,[4] HF_RCF20200718_52ITDR_0nM_4.raw.PG.Quantity,[5] HF_RCF20200718_52ITDR_0nM_5.raw.PG.Quantity,[6] HF_RCF20200718_52ITDR_2nM_1.raw.PG.Quantity,[7] HF_RCF20200718_52ITDR_2nM_2.raw.PG.Quantity,[8] HF_RCF20200718_52ITDR_2nM_3.raw.PG.Quantity,[9] HF_RCF20200718_52ITDR_2nM_4.raw.PG.Quantity,[10] HF_RCF20200718_52ITDR_2nM_5.raw.PG.Quantity,[11] HF_RCF20200718_52ITDR_20uM_1.raw.PG.Quantity,[12] HF_RCF20200718_52ITDR_20uM_2.raw.PG.Quantity,[13] HF_RCF20200718_52ITDR_20uM_3.raw.PG.Quantity,[14] HF_RCF20200718_52ITDR_20uM_4.raw.PG.Quantity,[15] HF_RCF20200718_52ITDR_20uM_5.raw.PG.Quantity,[16] HF_RCF20200718_52ITDR_40nM_1.raw.PG.Quantity,[17] HF_RCF20200718_52ITDR_40nM_2.raw.PG.Quantity,[18] HF_RCF20200718_52ITDR_40nM_3.raw.PG.Quantity,[19] HF_RCF20200718_52ITDR_40nM_4.raw.PG.Quantity,[20] HF_RCF20200718_52ITDR_40nM_5.raw.PG.Quantity,[21] HF_RCF20200718_52ITDR_800nM_1.raw.PG.Quantity,[22] HF_RCF20200718_52ITDR_800nM_2.raw.PG.Quantity,[23] HF_RCF20200718_52ITDR_800nM_3.raw.PG.Quantity,[24] HF_RCF20200718_52ITDR_800nM_4.raw.PG.Quantity,[25] HF_RCF20200718_52ITDR_800nM_5.raw.PG.Quantity
A0A0B4J2A2;P0DN37,PPIAL4C;PPIAL4G,280886.1563,350536.375,395482.9688,529389.875,650036.125,354326.3125,384624.6563,323798.4063,191761.4688,445568,234697.9531,305059.3438,320550.4063,496968.5938,277146.3438,250238.9531,380490.875,369046.125,623721.3125,364558.9688,392942.3125,217057.6875,363099.0938,326523.6563,218986.5
A0AV96;Q8TBY0;Q9NQ94,RBM47;RBM46;A1CF,7000.269531,8944.348633,7344.414063,6384.117676,6136.617676,5192.053711,5731.125977,6387.272949,4822.541992,4748.813965,6721.587402,8525.473633,8234.831055,6223.022949,5902.530273,12643.04395,11030.32715,7431.186035,6680.380371,5583.751953,5017.246582,8076.522949,10024.68457,5022.645508,6220.820313
A0AVT1,UBA6,1559011.25,1495067.375,2057826.75,1399957.75,2419587,1360228.625,1622459.875,1857670.375,2843359.75,2562566.5,2124247.5,2211687,1917558.25,3184783,3271137.5,2049065.625,1554339.5,2118278.5,1796096.5,2139079.5,2065591.75,1173358.625,1032769.625,1851213.25,1938691.375
A0FGR8,ESYT2,38851.60547,42731.01172,47492.72656,42697.34375,41974.69141,44136.66016,34524.42969,42332.89844,34757.92188,39077.25,27918.57813,28011.40234,13125.27734,35420.33203,34266.77734,38152.52734,42197.08984,38832.39844,34931.79688,40959.27734,32232.67188,24292.80273,34640.06641,25733.66406,41138.62891
A0JLT2,MED19,24278.69336,15900.85352,18070.89063,13168.66113,20098.9043,13298.2168,14423.03027,15870.9248,21729.34961,Filtered,16274.60156,24657.35547,13303.05566,15267.93848,15690.13965,12084.13574,7207.066895,6058.595215,21888.24023,18779.86523,25486.45313,7243.906738,16733.4043,1,18826.3125
A0JNW5,UHRF1BP1L,5540.768066,6797.359375,5721.55957,7223.476074,6723.983398,6288.087891,5985.75293,5640.872559,5817.798828,6708.611328,5720.029297,5334.347656,5188.973633,6092.461914,7055.411621,4206.0625,6828.972168,5479.423828,6868.182617,6219.987305,6545.881348,7326.743164,6604.689453,6686.18457,7233.378906
A0MZ66,SHTN1,215354.4375,236100.2344,231511.8125,220302.6719,233110.1406,243038.0313,230246.75,231637.5625,224635.5469,230713.5625,206390.5313,209762.75,224341.8281,238152.3594,195518.9844,208578.2656,218871.1719,226121.0156,228453.5781,227281.75,226802.8281,200866.9375,203584.2656,243825.0313,242247.5
A1KXE4,FAM168B,78032.27344,82696.25781,76489.61719,90666.44531,85426.08594,88218.03125,89051.70313,78938.76563,78722.40625,97171.33594,82491.96875,64169.18359,92216.79688,81948.83594,94528.10156,64911.13281,69397.69531,70900.07813,90178.94531,73376.09375,79940.84375,57838.73047,94236.30469,77880.26563,89534.19531
A2RRD8;Q96IR2,ZNF320;ZNF845,2565.721436,4960.862305,3448.785889,6263.628418,5767.998047,4381.952637,5891.64502,6046.108887,5005.333984,4651.28418,4790.415039,5295.536133,4213.379883,5491.614746,6151.177734,5358.015625,6644.931641,5835.095215,5667.896973,5650.677246,5167.279785,6842.639648,7417.806152,4986.439941,4363.976074
A2RRP1,NBAS,11391.95605,9974.557617,11148.92773,12768.98145,10127.53418,10218.89941,12122.35547,9565.291016,10090.2168,9672.480469,11286.07617,12583.93262,9370.418945,10427.08496,11818.02344,13108.97656,11410.37305,10581.46387,9032.599609,9905.301758,10493.51855,10483.39453,13428.57715,10674.7959,10256.30664
A2VDF0,FUOM,14706.8457,9589.03125,22411.43359,14513.67285,17405.98242,19236.66016,17912.69336,17188.85156,10414.08691,14772.78516,8285.142578,15438.72266,7764.905273,17423.49023,9636.316406,8788.399414,16171.14453,14181.45898,20079.67578,15593.55664,21141.84375,12819.42578,9620.645508,7969.446777,8656.954102
A3KN83,SBNO1,185994.4219,173229.7656,172928.0938,200194.4063,187569.7031,163351.3281,154828.7188,186858.4531,207429.2188,167687.5625,111150.6875,139268.6719,183322.5469,220813.5938,222127.2031,160761.1406,160881,163670.5781,169997.6719,209502.6875,191160.125,185180.9063,209697.1719,176433.0938,235261.5156
A4D126,ISPD,16880.0332,15651.53711,17612.05859,15450.74316,19032.88672,18938.60938,16465.46484,15973.92773,17199.49609,19507.17969,16628.64844,18100.12109,17678.2793,17746.4375,19088.94922,14480.21094,16863.98828,15833.28125,15615.10156,18173.51758,16833.54297,10592.62012,13068.3125,16958.57813,19505.61719
A4D1P6,WDR91,58434.45703,55170.49219,57056.85547,57227.73828,54424.9375,57431.22266,54209.80078,57053.77734,56469.55859,57548.60938,51706.0625,52818.48047,54149.66797,56072.72656,54455.14453,54749.01953,51967.39453,55547.92578,57060.99609,56829.82813,58909.00781,62332.84375,58615.69922,55992.35938,58047.92188
A5D8V6,VPS37C,48576.89844,48172.63281,46481.21875,47503.52344,48599.01563,47561.27344,50174.91797,46881.35156,43301.06641,48011.58984,49523.81641,46194.33203,46723.82422,45795.17578,48769.43359,44890.5625,42561.94141,46385.05469,47298.90625,46223.73828,47426.27734,51219.29688,46177.18359,43768.04688,49259.27344
A5PLN9,TRAPPC13,37600.92969,37875.73047,37860.47656,38204.11719,32546.29883,36190.24219,43474.74219,37256.97656,35263.95703,34855.52734,46163.57813,44758.68359,34111.46484,34949.07031,36798.22656,43215.36719,38562.22656,43050.03906,39671.89844,30718.21094,39935.32813,50518.01563,39646.63672,37798.35547,34748.60547
A5YKK6,CNOT1,141309.7813,165446.8906,161559.3125,183495.6406,150234.0938,148758.5469,141065.9531,154024.7344,140606.1094,143960.4375,129468.6094,155908.375,157255.1875,157770.9063,152852.4688,188199.5156,152411.7969,161517.7969,153552.5938,150589.5625,154363.9219,200695.4844,200765.3594,156378.4844,157625.3125
A6NCE7;Q9GZQ8,MAP1LC3B2;MAP1LC3B,497712.9375,494557.75,485459.375,499839.9375,485650.6875,488659.8438,490213,492341.9688,479526.1875,510952.125,478741.0313,470541.2813,492363.25,523904.4063,507381.1875,457296.5,463565.4375,494664.125,496981.9375,512651.25,482145.125,595312.4375,533927.625,527159.4375,546102.625
A6NDG6,PGP,901639.8125,824112.6875,908609.9375,888925,907614.3125,964887.4375,880949.1875,917358.4375,900518.625,959102.875,883944.625,849834,918452.75,937063,926901.6875,814610.3125,853925,907102.5,926161.1875,940788,895231.5,1062724.375,940340.125,970461.25,977204.125
A6NDU8,C5orf51,150950.9219,139389.25,145542.1563,229290.4844,217852.25,212012.9219,229646.3594,169413.75,176829,226949.5625,159908.4375,211437.2656,201161.7969,229250.2969,238180.0625,206328.4688,213368.7813,192803.6719,219750.25,138414.4844,217797.0625,190367.5938,263406.1875,213305.2656,229290.9844
A6NED2,RCCD1,40010.3125,48900.21094,43322.91016,44847.60938,45105.78516,45077.58203,47285.25,49878.36328,43551.35156,43766.39063,38902.80078,42804.34766,45750.98047,42765.23047,43787.10547,43822.91406,45779.54297,49699.5,46509.05859,42072.91406,44403.63281,49267.44922,45605.82813,46154.57813,42741.20313
A6NFI3,ZNF316,10738.1875,9265.107422,9694.902344,10131.65527,7858.893066,13549.87598,10939.30859,5793.737305,7704.245605,16661.85547,10633.8916,11342.22559,8900.40625,9323.786133,12579.37402,10510.45215,11626.94629,9488.216797,8483.167969,9276.921875,7025.42627,11964.56738,6136.307617,10198.06641,11466.27539
A6NHL2,TUBAL3,159706.6719,68873.29688,124706.3516,55044.89453,140352.8438,123808.7422,116935.8281,92584.19531,120806.7578,151567.7969,171762.6719,110222.0469,54214.87891,131066.625,173965.0313,140336.7031,65407.42969,57535.94141,69985.49219,140779.8594,113477.4219,28564.87891,40319.38672,87636.76563,182124.1563
A6NHR9,SMCHD1,52414.39453,54737.80078,60099.83984,64052.93359,47653.14844,45142.58984,57355.8125,48248.11719,51866.04297,43412.89063,50568.88672,59225.60938,51504.16406,49506.20703,62177.63281,72695.98438,61115.37891,44842.79297,49976.74219,39289.53125,54610.16797,49361.78125,70200.77344,32976.14844,46446.16406
A6NHX0,CASTOR2,46776.76953,44705.42188,48789.86719,47507.71484,47984.74219,48543.90625,48716.24609,47595.23047,47282.3125,47643.65625,35307.01563,41860.53906,48930.80078,42027.75,45894.75391,39170.03516,47478.04688,50069.14453,47187.41797,48333.42578,49520.54688,54487.51953,52954.48047,49424.48438,41601.59766
A6NIH7,UNC119B,119578.6406,112923.0156,113855.9922,116279.6016,112228.2734,111209.2578,104307.0547,108657.7578,109961.375,119582.1563,105893.6719,112725.4297,107485,113158.1328,111306.25,123670.0547,108336.6094,108196.8594,101094.375,109898.7578,107262.1328,112663.7422,116076.3125,103587.5938,106897.4688
A6NJ78,METTL15,481.1577148,Filtered,Filtered,517.5174561,Filtered,185.7665253,1173.894653,369.7478027,652.4829712,640.2005005,955.3099976,966.1195679,464.6053467,949.4793091,395.1161499,923.2468262,930.5756226,1159.536499,544.2171021,720.0361938,930.8079224,242.0736237,609.7874146,136.6162262,529.4165649
A6NKD9,CCDC85C,29398.05078,29386.41016,28936.375,30915.8457,27892.15234,29715.18359,31095.45117,27343.2832,28878.99414,28320.48047,29161.90039,25419.75,28177.20117,29182.18555,31465.71289,32285.33008,30083.68555,29458.03711,29747.92188,33070.10938,29871.86133,29354.80078,28797.93555,32094.09375,28959.75195
A6NM28,ZFP92,Filtered,498.0985107,599.8651733,746.3269653,705.1256714,807.9215088,1324.6604,544.2669067,Filtered,779.7599487,791.9328613,875.2832031,817.8181763,1323.847656,818.031311,1044.772583,619.616394,867.9179077,583.3937378,943.7888184,976.7857666,296.3911438,565.09021,1184.983887,1393.657471
A6ZKI3,RTL8C,10073.11914,10123.17188,9445.413086,12095.41406,9774.761719,7969.249512,8688.082031,9945.149414,8911.054688,7515.435059,8798.424805,10510.1543,8428.057617,7560.691406,8802.199219,12865.34863,12363.99512,11423.86914,9955.931641,8889.945313,9442.960938,12338.56055,11416.45996,8498.594727,8304.979492
A8CG34,POM121C,149001.5938,83754.51563,99459.8125,92236.0625,163909.6719,153503.3906,136537.8906,114233.9453,137188.1406,19252.74219,69179.39844,101330.25,90958.27344,99624.57031,84839.17969,69031.26563,141452.4688,45454.90234,108756.7969,161331.5938,83270.74219,103060.6719,136352.3281,7284.216309,154735.3438
A8MPS7,YDJC,328985.3125,334534.625,343659.6563,330142.9688,331239.125,347122.7813,334094.75,336920.3125,329390.6563,345074.2813,335461.375,319803.1875,306445.1875,329466.75,324011.6563,324972.5625,316225.3125,306323.9688,326644.4688,341924.5938,314538.5313,331149.125,303236.4375,326731.7188,334583.5313
A8MQ14,ZNF850,3377.292725,3847.963379,3971.004883,4233.301758,2867.01416,4420.059082,4834.529297,4872.219727,4445.186523,4300.116699,7914.533691,6168.566406,7926.962891,7348.128906,7186.650879,6659.830566,6847.526367,7430.954102,7165.872559,6744.858398,7278.478516,6359.149902,6992.650391,7543.185547,9009.165039
A8MT69,CENPX,4188.664063,4469.318359,2616.045654,2506.284668,2706.643799,4154.926758,4584.400879,3313.626465,4458.865234,4219.864746,3133.029541,3656.182129,4594.754395,2647.721191,2689.266113,4059.158203,3523.619629,3828.020752,2935.398193,3957.488281,4458.534668,2555.689697,3368.937012,3576.905762,1777.522827
A8MWD9;P62308,SNRPGP15;SNRPG,1207567.75,1157547.875,1129705.875,1036401.563,1076065.25,1171280.75,1212563.25,1289702.125,1169543,1239862.75,1246641,1220772,1295295.875,1210672.375,1165565,1265453.5,1262434.25,1237330.25,1279353.25,1168641.625,1211800.75,1086194.375,1114348,1151939.875,1199353.5
A8MXV4,NUDT19,45019.32813,48997.17578,45288.67578,46405.85156,46364.42969,46092.26563,41935.55078,48595.21484,45015.99219,48212.48438,38800.46094,41201.40234,45355.79688,44656.76563,42076.50781,40908.78906,46605.67188,45948.17188,48651.44531,45988.02344,48354.74219,41458.21875,43900.83984,48674.82031,41959.82031
A9UHW6,MIF4GD,22953.54492,21983.72852,27621.8125,27675.94727,25587.1582,26279.45508,27202.22656,26504.29688,28739.27734,27686.28906,31211.90234,31808.61523,25545.79492,27945.73242,30474.01367,28401.69531,26038.16992,24265.94922,27519.38281,30801.11133,21712.47266,24817.15625,23864.62891,28740.33203,28140.7168
B2RUZ4,SMIM1,5937.655273,6917.30127,7665.592285,9488.078125,8147.57959,6704.391113,7999.26416,5094.122559,7545.046387,5233.754395,7127.783691,4914.024414,7188.601074,9259.879883,8989.93457,10873.43848,7908.174316,7459.652344,6260.533203,4234.452148,6264.302734,6699.033691,8556.8125,6053.600098,6390.141602
B7ZAP0,RABGAP1L,45243.41406,42716.96484,44242.9375,47702.07813,44153.78125,42042.30859,43514.46875,41259.32813,42861.82813,42565.10156,37810.45703,41761.6875,44548.04297,45336.16797,40980.0625,37859.37891,42943.34375,40588.89453,49298.13281,43312.70313,39079.05078,46844.96094,47119.71875,45704.60938,45855.45313
C4AMC7;Q6VEQ5,WASH3P;WASH2P,222150.4844,227968.6875,228378.5313,224985.0781,231709.0313,235900.4531,228481.9844,229431.8594,227987.9063,243233.8125,209100,216147.1406,219284.875,215543.7813,228539.7031,214457.5625,230078.0938,224937.7969,244348.0938,241497.375,222387.4688,287208.0938,237206.6563,228503.6406,236462.7344
C9J7I0,UMAD1,19529.08594,16021.47656,19711.42188,10755.48145,20111.00781,17800.28125,16463.49414,15517.7334,16930.30078,18667.44141,17494.5,15970.16992,11889.96289,13060.01758,14796.34473,10280.98438,14524.60156,10906.81055,12748.08789,19134.86133,17566.96484,4574.789551,5061.008789,16698.10938,18980.41602
C9JLW8,MCRIP1,124280.8438,124136.9219,125464.9141,123474.2109,125954.9609,133666.4375,116920.4219,127631.4375,131137.4531,128343.3828,115164.5781,110597.1094,133679.5781,132348.2813,126453.0938,107235.1484,128942.7969,122217.5,131161.5156,130717.7891,120621.4297,170642.5781,141375.4375,131071.4219,138902.625
E9PAV3;Q13765,NACA,4039523.5,4213251,4033285.75,4010896.5,4263587,4270999.5,3981354.5,4196975,4097206.25,4366503.5,4066441.5,3968646.75,4122945.75,4194937.5,4048741,3784434.25,3948717.5,4109739,4205239,4069616.25,4022864.5,4349048,4168479.25,4274654,4185576.25
E9PRG8,C11orf98,520332.5,523169.9375,509617.375,568963.125,528550.1875,538466.0625,562651.8125,539114.5,541876.25,551862.0625,557906.75,553605,532716.8125,566317.6875,566576.9375,549944.625,555471.375,540437.75,551993.625,551781.3125,541764.4375,609766.125,572418.625,552456,570304.3125
F5H4A9,C3orf80,Filtered,17275.77148,12400.95117,20456.50781,18753.72852,20770.53125,21150.30273,21160.24805,19022.67188,22896.05078,15832.21191,16303.18359,23834.51172,25513.7207,22863.2207,17701.56445,22760.58008,24073.79492,21061.93945,20138.21094,20012.66992,29256.60352,29758.48828,13974.12402,16019.8125
L0R819,ASDURF,62330.48828,60017.91016,58982.07422,64477.90625,61202.81641,65831.1875,62917.12109,62532.08594,61537.73438,66937.11719,59658.30469,59143.21484,61906.86328,60966.14063,67434.57813,54994.28516,55795.53906,59389.74219,62814.04297,61570.73047,57718.15625,69908,63316.48438,68230.57813,67778.73438
O00115,DNASE2,1068110.5,1029098.625,1021636.188,1083624,1066517.25,1108963.625,990295.6875,1063928.375,1007531.875,1066691.25,1065702.375,1035712.25,1094825.625,1056276.75,1016809.063,952951.0625,999389.75,1086564.25,1095619.5,1100536.25,1036203.625,1280589.25,1157774.375,1160871.125,1091788.5
O00139,KIF2A,105734.3125,116126.1953,113119.4141,134107.1875,112185.4219,106593.8906,119603.4609,116370.6563,125759,117046.4063,108345.4609,120741.7188,112140.8047,121523.0078,132946.9688,141286.3125,122669.4688,115747.2969,104142.1094,116033,113634.5313,136725.5156,141687.1875,113723.7422,125147.3125
O00142,TK2,2354.959961,4303.087402,4410.352539,4833.364258,5082.391113,5783.442383,4473.856445,4257.465332,5376.083984,5599.194824,5119.78125,4319.513672,4597.544434,5356.663086,5081.663086,4984.373047,3462.639893,4036.943359,4545.45752,5683.973145,3453.666016,4613.197754,4814.751953,5068.796387,5521.554688
O00148,DDX39A,4714075,4339188.5,4648236.5,4668497.5,4524108.5,4693646.5,4592004.5,4368315,4594141.5,4405841.5,4498943.5,4662312,4263894.5,4483461,4386595.5,4461529,4366182,4400555.5,4399859,4471016.5,4322743.5,4979781,4793827,4381096,4886888
O00151,PDLIM1,1640323,1655965.875,1621075.875,1575369.625,1657677.5,1691719,1568329.375,1595792.125,1537302.625,1674240.375,1517754,1546211.75,1635113.625,1599133.75,1575267,1533061,1492052.75,1631969.625,1712353.25,1595823.5,1595903.125,1806539,1607377.125,1627474.375,1645414.5
O00154,ACOT7,1226314.375,1214712.5,1138620,1266592.75,1181682.25,1144335.75,1135966.875,1264208.875,1096995,1308263.75,1180607.625,1179587.875,1280084.25,1212870.125,1205859.875,1215804.375,1196422.25,1317036.125,1334394.875,1140142.75,1158377.875,1455273.875,1257845,1177529.25,1072875.25
O00161,SNAP23,167365.6094,159082.7344,164092.375,147875.0938,168019,171941.8906,161722.9844,166080.5625,162018.7188,173490.7656,170205.0781,165914.7656,165395.75,166937.9375,161214.625,145555.3281,152049.5469,164478.1719,167943.125,166021.7813,165107.1563,151577.7188,143881.1875,166566.9063,175432.1875
O00165,HAX1,12735.70117,10026.83691,8668.977539,12487.00586,8585.949219,6559.861328,8748.917969,10765.50293,9181.673828,11061.97363,4839.954102,8517.09375,7934.145508,8028.919434,6865.37793,11871.6709,9792.945313,9923.844727,9326.837891,5930.552246,10997.16309,12485.91016,14861.34766,9214.533203,6460.505371
O00170,AIP,234743.5469,219388.8594,232960.0313,242985.8906,229183.0156,232711.8281,233747.7188,242355.5625,232747.1406,224855.5938,231819.3906,235701.9688,222858.4375,229847.1563,223290.5,234317.2344,214479.75,229020.7656,226903.4688,234806.7344,239410.7031,238268.5469,237918.4375,239784.3125,238411.2969
O00178,GTPBP1,93858.27344,89775.85156,97431.14063,101022.0781,95888.66406,86083.28906,102654.0234,97212.44531,96434.74219,91227.35156,91038.44531,100520.8203,90713.84375,109395.5234,112975.2188,118227.4844,97904.84375,92284,91857.30469,95735.05469,98944.73438,93051.97656,103571.9922,87570.14063,100130.4844
O00192,ARVCF,2870.452637,2471.125977,3143.064697,3212.491211,2412.102295,1543.70105,2314.83252,2504.700684,2184.231201,1100.06543,2377.179932,3303.354248,2133.733154,2014.360474,3425.191895,3365.555908,3023.500732,2540.447754,2578.484863,2657.853027,2433.978027,2369.182617,3628.389404,2056.989258,2941.032471
O00193,SMAP,162627.9063,163402.2813,156415.7656,126344.5781,160328.4063,146796.5469,144008.8906,144752.375,145404.0313,150051.4375,167502.4375,147509.2969,154705.2188,156452.9531,141478.4375,132085.375,144409.7813,142991.9375,136716.25,138988.3594,141949.7188,110144.0625,106835.1875,145415.2031,141986.3281
O00203,AP3B1,288604.875,292113.1875,303738,315928.9688,277980.1875,285430.875,286671.0938,297143.0625,297283.6563,294557.75,292983.5313,300472.1875,270931.3125,293865.0625,296995.9688,334887.0313,301607.4375,290724.2188,284395.8125,292543.5,304982.2188,315473,325165.9063,272437.5938,304591.4063
O00221,NFKBIE,37248.21094,41324.61719,42535.49219,45063.87109,41839.49609,41800.33203,42687.78906,38745.26172,38594.11719,44163.78906,37450.37109,39266.05469,39733.72656,40189.5625,42297.69141,36142.42578,39482.16797,40024.10938,36535.46484,42990.73438,40085.85938,43082.11719,43021.01563,39407.83203,46430.6875
O00231,PSMD11,1768951.375,1902466.75,1849411.25,2029820.25,1883377.125,1764290.375,1876455.25,1854165,1815654,1831352.625,1902715.625,1913709.875,1745451.125,1846556.75,1895977.75,1853890.125,1813409.125,1849768.375,1866946.25,1883488,1745914.25,2090814.125,2031149.5,1742278.25,1872299.375
O00232,PSMD12,918670.625,892682.125,903809.4375,898631.625,942459.875,968110.1875,922169.8125,828585.875,937137.625,957821.8125,960425.875,922880.875,881091,923921.1875,961962.5,976016.0625,831595.5,872346.0625,851708.875,967173,938676.125,803525.0625,859272.625,968524.5625,1068686
O00233,PSMD9,892411.625,924413.4375,847593.4375,910821.875,841254.125,872573,832664.9375,900193.8125,872388.125,891537.4375,850164.6875,869944.5,869777.9375,862286.125,839081,855983.25,902023.8125,887732.1875,927227,870727.625,843215.3125,1146842.125,985349.125,948266.8125,875419.9375
O00244,ATOX1,931601.5,905745.4375,867644.375,892655.75,948525,917319.625,853247.5,895025.9375,913629.75,999269.1875,1017159.125,880050.6875,973479.5,956699.75,901164.75,712794.8125,873064.9375,874415.25,949279.25,912199.25,866761.5,1222379.75,968911.375,952272.625,1059016.875
O00255,MEN1,6199.171875,10254.32227,5465.411133,6923.375,6087.52832,5750.359863,6431.414551,5788.502441,6139.955566,5252.013184,5508.146973,7296.076172,4891.802246,5255.241211,6100.577148,6835.548828,6473.790527,5158.781738,5800.446289,5262.046875,9687.845703,11464.2627,6680.692383,9626.342773,6044.167969
O00267,SUPT5H,331082.3438,323689.6875,317200.5313,304206.9688,333452,340125.9688,319150.75,314108.0313,315822.5,319614.7813,311281.1563,313134.3438,281249.0625,267893.75,299364.9063,235919.5,313628.75,277351.75,329875.3438,342617.0938,315425.1563,324984.5625,302584.25,332714.0313,349907.3125
O00268,TAF4,27935.98438,23488.25781,26164.55273,22501.48633,27752.26367,28954.53906,24228.04492,25341.47266,26721.55859,30242.9043,27954.12695,28059.58203,24556.69141,29080.48047,28084.23047,23002.81641,24916.83789,23931.48633,27069.11719,27646.74023,26953.11719,27843.89844,23099.17773,29473.44531,29052.47266
O00273,DFFA,346268.625,364938.3125,357492.9375,329638.125,369319.7188,362679.1875,339085.25,353085.75,359554.4063,380085.625,346934.9375,339188.9063,355125.4688,350711.1875,353511.7813,314113.3125,351672.1563,345031.5625,355467.25,366979.3438,366070.0313,329981.1875,305075.6875,382395.2188,376913.4375
O00287,RFXAP,7224.175293,7593.488281,6972.38916,6593.09375,6855.932129,7370.295898,7557.598145,6396.129395,7136.108398,5656.294922,7561.266113,5000.598145,4370.200684,6679.598145,7118.973633,7717.313477,7370.723633,6559.624023,6243.140137,7829.144043,7307.834473,6786.402832,5638.855469,8449.581055,8198.563477
O00299,CLIC1,12662969,12595856,12721874,13046056,13135076,13105809,12860179,13276543,12398346,13428790,12331630,12818122,12191554,11764888,11734247,11505456,12597464,12685860,13557529,13305122,13037019,14361458,13491866,13101246,13184734
O00303,EIF3F,608672.875,592847.5625,604041.625,645430.625,581963.8125,579235.1875,605624.75,590681.875,599160.1875,580285,610543.5625,634631.4375,583455.3125,621589.75,642027.625,759271.375,625929.4375,635849.5,607017,593652.875,606652.4375,695331.75,715012.875,572185.3125,621656.8125
O00308,WWP2,27969.69141,28223.50586,30876.38867,33301.25391,20302.10742,28048.33984,31098.88672,30205.56641,29648.76172,25736.78516,29981.00977,33174.60938,20849.03516,29237.18164,27644.01758,34674.78516,29649.39648,26098.38672,27983.23633,31640.56055,26565.32617,38189.01563,36012.4375,20533.98438,29920.54102
O00311,CDC7,4175.04541,3240.211426,4557.383789,3290.535156,3102.750488,3795.268311,4552.129395,3761.197021,3981.617188,3416.243896,4422.478027,4487.569824,3551.100342,4214.746582,2858.280518,5104.81543,4834.614746,3297.199707,3876.934814,3357.809814,4110.976563,4925.833496,5157.800293,3441.526123,3830.865967
O00322,UPK1A,135341.5625,142058.3438,158645.3438,161087.7813,148273.625,173557.3594,147986.0156,152235.9063,165711.875,185727.6563,153923.5625,170936.75,145624.4375,158901.2031,169516.5469,163525.4531,133261.5,131875.0625,132098.8125,167734.6094,148365.6406,172365.8906,128362.9219,140702.2969,166608.7031
O00329,PIK3CD,34310.48438,39836.17969,39163,44592.53906,35923.80859,31222.54688,37462.15234,39606.46484,38063.72656,36108.17578,44305.73438,43646.41797,40078.35156,44557.53516,42106.42188,47248.08594,36421.72266,32633.25,34996.76563,30734.94336,36652.01563,37145.89063,43988.72656,32111.34961,35695.18359
O00330,PDHX,46379.53125,44752.51953,48129.46875,52189.07813,46463.96094,50360.11328,49586.87109,48319.80078,43856.98438,45037.25,44573.42188,40854.05078,40481.51563,39366.05078,48803.62891,47221.08594,49837.32422,49081.03906,51033.94531,47472.42578,46270.10156,49763.98438,45336.41406,49228.00781,44267.71094
O00399,DCTN6,147875.6719,147728.4844,152147.375,141726.3594,140495.8594,155900.1563,150364.4531,149608.9531,156112.7188,142841.4063,147382.375,138233.0469,153672.0781,165027.0313,148571.75,143436.3438,141816.75,158524.0781,155426.6563,156467.9219,166464.5781,143575.0938,148552.7031,160173.3906,178338.1094
O00401,WASL,43834.23828,44577.45313,48506.38281,49615.48438,42280.69141,51094.24219,48228.875,46088.83594,43317.39063,51935.85547,45094.89063,44817.89844,43192.41406,48483.89063,50377.24219,47417.96094,46605.85547,43479.66797,44942.75781,52531.41797,45495.47266,54647.46875,50967.57031,49419.625,46447.85547
O00410,IPO5,1069466.375,1011090.563,976330.8125,938999.1875,975648,996959.0625,952567.6875,993121.625,907468.875,983432.125,994430.1875,927367.5625,1000449,1003850.25,950627.0625,979873.0625,943225.9375,964592.8125,976770.25,937584.5625,941325.625,932415.875,892481.75,1037557.188,959192
O00418,EEF2K,33674.94141,34051.35547,36316.75391,40831.42578,33667.46094,34391.60938,37057.32813,34303.56641,35351.3125,32730.89258,33890.46484,34660.37891,37226.22656,38990.58203,36948.99609,34446.82031,35859.17969,36943.28125,36728.03516,37487.23828,34475.46094,34811.95313,43592.98047,35077.48438,33005.64063
O00422,SAP18,17806.88477,25512.70703,24108.0625,28799.78906,22491.82617,23913.77344,28362.93945,26835.66602,26757.89844,26039.42383,26976.09961,28631.55469,30823.99023,30860.14258,28293.96875,33211.30078,27476.76172,31339.60352,29829.2168,24141.3457,29896.18555,33673.5625,34706.71094,26914.32031,26837.58594
O00425,IGF2BP3,152535.0469,166759.3281,157904.0625,189458.0938,148504.5781,141237.75,163935.9219,160556.4063,156795.2813,140981.0781,150851.9844,160396.6563,151776.6406,163462.7031,161410.4688,217285.1875,174445.2656,159916.375,145449.6875,145474.7188,162519.7813,174518.5,194363.3594,136252.9375,149065.2969
